Concept_Name,TermType,Template_ID,LOINC_Code,LOINC_Code2,Excluded,Compound,Notes
Total Number of Medication-related Problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Total Number of non-reconciled medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Total Number of Reconciled Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Total Psychological Symptoms Assessment Score,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Total Score for Menopause Symptoms and Impact Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Total Sexual Health Assessment Score,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Total Time of Visit,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Total Vasomotor Symptoms Assessment Score,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Toxicities Environment/Work Hazards/X-rays/Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,Y,NULL
TOXICITIES/COMPLICATIONS,Complications,2.16.840.1.113883.10.20.22.2.37,55109-3,NULL,N,NULL,NULL
Toxicity,Allergies Section,2.16.840.1.113883.10.20.22.2.6,48765-2,NULL,N,NULL,NULL
transfer medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Treatment,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
Treatment Assessment,Assessment and Plan,2.16.840.1.113883.10.20.22.2.9,51847-2,NULL,N,NULL,NULL
Treatment Goals,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,NULL
Treatment Plan,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
Treatment Step,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
Treatment/Reassessment,Assessment and Plan,2.16.840.1.113883.10.20.22.2.9,51847-2,NULL,N,NULL,NULL
Treatments,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
Triage Clinician,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Triage Interventions,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Trial Contact Lens Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Tried Tx,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
TUBES/LINES/DRAINS/DEVICES,Surgical Drains Section,2.16.840.1.113883.10.20.7.13,11537-8,NULL,N,NULL,NULL
Tx Reflexes,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Tx Status,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Type of Anesthesia,Anesthesia Section,2.16.840.1.113883.10.20.22.2.25,59774-0,NULL,N,NULL,NULL
Type of Call,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Type of Contact,Emergency contact information?,NULL,56796-6,NULL,N,NULL,NULL
Type of procedure,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Type of sedation,Anesthesia Section,2.16.840.1.113883.10.20.22.2.25,59774-0,NULL,N,NULL,NULL
Typical Food Intake,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
UA,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
UBT Breath Test,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Ultrasound,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,Y,NULL,NULL
Understanding of serious diabetic complications incl signs and symptoms,Complications,2.16.840.1.113883.10.20.22.2.37,55109-3,NULL,N,NULL,NULL
Urinalysis,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,Y,NULL,NULL
Urinary tract problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Urine culture,Laboratory Test Section,NULL,34075-2,NULL,N,NULL,NULL
URINE DIP RESULT,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Urodynamic Results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Uroflow:,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Uroflowmetry Results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Vaginal Discharge,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
VAS Result,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Vascular Examination,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Venous Thromboembolism Risk Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Verify Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Visit Code Status,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Visit Information,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Visit Level,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Visit Type,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Visual problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Vital Signs,Vital Signs Section,2.16.840.1.113883.10.20.22.2.4,8716-3,NULL,N,NULL,NULL
Vital Signs History,Vital Signs Section,2.16.840.1.113883.10.20.22.2.4,8716-3,NULL,N,NULL,NULL
Vital signs stable,Vital Signs Section,2.16.840.1.113883.10.20.22.2.4,8716-3,NULL,N,NULL,NULL
Vital signs upon arrival,Vital Signs Section,2.16.840.1.113883.10.20.22.2.4,8716-3,NULL,N,NULL,NULL
Vital Signs Vital Signs,Vital Signs Section,2.16.840.1.113883.10.20.22.2.4,8716-3,NULL,N,NULL,NULL
Vital Signs/O,Vital Signs Section,2.16.840.1.113883.10.20.22.2.4,8716-3,NULL,N,NULL,NULL
Vital Signs/O2 Saturation,Vital Signs Section,2.16.840.1.113883.10.20.22.2.4,8716-3,NULL,N,NULL,NULL
"Vitals, Chief Complaint, & HPI",Chief Complaint Section,1.3.6.1.4.1.19376.1.5.3.1.1.13.2.1,10154-3,NULL,N,NULL,NULL
VS,Vital Signs Section,2.16.840.1.113883.10.20.22.2.4,8716-3,NULL,N,NULL,NULL
Weight History,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,?
Weight problem?,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Weight Problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Were there clinically significant co-existing disease or organ impairment at time of patient assessment prior to preparative regimen?,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Wet Prep Results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
What is patient taking medication for?,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,Y,NULL,NULL
What is the reason for the medication?,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,Y,NULL,NULL
When was medication last refilled?,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Who prescribed the medication?,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Wounds/Incisions/Burns/Pressure Ulcers,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,Added for wounds project
X-Ray Eval,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
X-ray Results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
X-rays/Imaging,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
