nlp_Problem_Term,PPL_Id,Snomed_Concept_Id,Snomed_Preferred_Term,UMLS_CUI,Snomed_Description_Id,Snomed_Description,Snomed_Description_Type,ICD9_Code,ICD9_Description,ICD10_Code,ICD10_Description,STY,Excluded,ProblemCategory,Source
Pyrexia,147,386661006,Fever,C0015967,1491683015,Pyrexia,2,780.6,"Fever, unspecified",R50.9,"Fever, unspecified",Finding,N,NULL,MTERMS
Pyrexia of unknown origin,148,7520000,Pyrexia of unknown origin,C0015970,502952016,Pyrexia of unknown origin,1,778.4,NB temp regulat dis NEC,P81.9,"Disturbance of temperature regulation of newborn, unspecified",Sign or Symptom,N,NULL,PEPrL and Subset
Pyrexial,147,386661006,Fever,C0015967,1491682013,Pyrexial,2,780.6,"Fever, unspecified",R50.9,"Fever, unspecified",Finding,N,NULL,MTERMS
Pyrexial convulsion,859,41497008,Febrile convulsion,C0009952,1229763015,Pyrexial convulsion,2,780.31,"Febrile convulsions (simple), unspecified",R56.0,Syncope and collapse,Disease or Syndrome,N,NULL,MTERMS
Pyrosis,NULL,16331000,Heartburn,C0018834,27648011,Pyrosis,2,787.1,Heartburn,R12,Heartburn,Sign or Symptom,N,NULL,MTERMS
Pyuria,364,4800001,Pyuria,C0034359,9001019,Pyuria,1,791.9,Other nonspecific findings on examination of urine,R82.9,Abnormal findings on cytological and histological examination of urine,Disease or Syndrome,N,NULL,PEPrL and Subset
quadraplegia,464,11538006,Tetraplegia,C0034372,NULL,NULL,NULL,344,"Quadriplegia, unspecified",G82.50,"Quadriplegia, unspecified",Disease or Syndrome,N,NULL,MTERMS
Quadriparesis,NULL,91327001,Tetraparesis,C0270790,151320011,Quadriparesis,2,344,"Quadriplegia, unspecifd",G82.50,"Quadriplegia, unspecified",Disease or Syndrome,N,NULL,Subset
Quadriplegia,464,11538006,Tetraplegia,C0034372,19943011,Quadriplegia,2,344,"Quadriplegia, unspecified",G82.50,"Quadriplegia, unspecified",Disease or Syndrome,N,NULL,Subset
Quadriplegic cerebral palsy,NULL,48721008,Tetraplegic cerebral palsy,C0393995,81177014,Quadriplegic cerebral palsy,2,343.8,Cerebral palsy NEC,G80.8,Other cerebral palsy,Disease or Syndrome,N,NULL,Subset
Quadruplet pregnancy,NULL,60810003,Quadruplet pregnancy,C0152152,101047019,Quadruplet pregnancy,1,651.2,Quadruplet pregnancy,O30.209,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",Pathologic Function,N,NULL,PEPrL
Quickening of fetus,NULL,11337002,Quickening of fetus,C0426034,19638018,Quickening of fetus,1,NULL,NULL,NULL,NULL,Physiologic Function,N,NULL,PEPrL
Quincke's,19,41291007,Angioedema,C0002994,1229744016,Quincke's disease,2,995.1,"Angioneurotic edema, not elsewhere classified",T78.3XX?,"Angioneurotic edema, episode of care unspecified",Pathologic Function,N,NULL,MTERMS
Quincke's disease,19,41291007,Angioedema,C0002994,1229744016,Quincke's disease,2,995.1,"Angioneurotic edema, not elsewhere classified",T78.3XX?,"Angioneurotic edema, episode of care unspecified",Pathologic Function,N,NULL,MTERMS
Quincke's edema,19,41291007,Angioedema,C0002994,68875018,Quincke's edema,2,995.1,"Angioneurotic edema, not elsewhere classified",T78.3XX?,"Angioneurotic edema, episode of care unspecified",Pathologic Function,N,NULL,MTERMS
Quincke's oedema,19,41291007,Angioedema,C0002994,492951016,Quincke's oedema,2,995.1,"Angioneurotic edema, not elsewhere classified",T78.3XX?,"Angioneurotic edema, episode of care unspecified",Pathologic Function,N,NULL,MTERMS
Quinsy,NULL,15033003,Peritonsillar abscess,C0031157,25522012,Quinsy,2,475,Peritonsillar abscess,J36,Peritonsillar abscess,Disease or Syndrome,N,NULL,MTERMS
Quivering,430,26079004,Tremor,C0040822,483104012,Quivering,2,781,Abn involun movement NEC,R25.1,"Tremor, unspecified",Sign or Symptom,N,NULL,MTERMS
R.I.N.D.,NULL,36179005,R.I.N.D. syndrome,C0553690,60370016,R.I.N.D. syndrome,1,434.91,"Cerebral artery occlusion, unspecified with cerebral infarction",I63.9,"Cerebral infarction, unspecified",Disease or Syndrome,N,Stroke,MTERMS
R.I.N.D. condition,NULL,36179005,R.I.N.D. syndrome,C0553690,60370016,R.I.N.D. syndrome,1,434.91,"Cerebral artery occlusion, unspecified with cerebral infarction",I63.9,"Cerebral infarction, unspecified",Disease or Syndrome,N,Stroke,MTERMS
R.I.N.D. disease,NULL,36179005,R.I.N.D. syndrome,C0553690,60370016,R.I.N.D. syndrome,1,434.91,"Cerebral artery occlusion, unspecified with cerebral infarction",I63.9,"Cerebral infarction, unspecified",Disease or Syndrome,N,Stroke,MTERMS
R.I.N.D. disorder,NULL,36179005,R.I.N.D. syndrome,C0553690,60370016,R.I.N.D. syndrome,1,434.91,"Cerebral artery occlusion, unspecified with cerebral infarction",I63.9,"Cerebral infarction, unspecified",Disease or Syndrome,N,Stroke,MTERMS
R.I.N.D. syndrome,NULL,36179005,R.I.N.D. syndrome,C0553690,60370016,R.I.N.D. syndrome,1,434.91,"Cerebral artery occlusion, unspecified with cerebral infarction",I63.9,"Cerebral infarction, unspecified",Disease or Syndrome,N,Stroke,PEPrL
RA - Refractory anaemia,NULL,109996008,Refractory anemia (clinical),C2981142,344912012,RA - Refractory anaemia,2,238.72,Low grde myelody syn les,D46.4,"Refractory anemia, unspecified",Disease or Syndrome,N,NULL,MTERMS
RA - Refractory anemia,NULL,109996008,Refractory anemia (clinical),C2981142,344909014,RA - Refractory anemia,2,238.72,Low grde myelody syn les,d07.4,Carcinoma in situ of penis,Disease or Syndrome,N,NULL,MTERMS
RA - Rheumatoid arthritis,377,69896004,Rheumatoid arthritis,C0003873,1233202011,RA - Rheumatoid arthritis,2,714,Rheumatoid arthritis,M06.9,"Rheumatoid arthritis, unspecified",Disease or Syndrome,N,NULL,MTERMS
Rabbit fever,1495,19265001,Tularemia,C0041351,32492018,Rabbit fever,2,21.9,Unspecified tularemia,A21.9,"Tularemia, unspecified",Disease or Syndrome,N,NULL,MTERMS
Radial nerve lesion,NULL,16644004,Radial neuropathy,C0748226,477876016,Radial nerve lesion,2,354.3,Radial nerve lesion,G56.30,"Lesion of radial nerve, unspecified upper limb",Disease or Syndrome,N,NULL,MTERMS
Radial nerve lesions,NULL,193137006,Lesion of radial nerve,C0154744,297488019,Radial nerve lesions,2,354.3,Radial nerve lesion,G56.3,"Lesion of ulnar nerve, left upper limb",Disease or Syndrome,N,NULL,MTERMS
Radial nerve palsy,NULL,16644004,Radial neuropathy,C0748226,477877013,Radial nerve palsy,2,354.3,Radial nerve lesion,G56.30,"Lesion of radial nerve, unspecified upper limb",Disease or Syndrome,N,NULL,MTERMS
Radial neuropathy,NULL,16644004,Radial neuropathy,C0748226,195776019,Radial neuropathy,1,354.3,Radial nerve lesion,G56.30,"Lesion of radial nerve, unspecified upper limb",Disease or Syndrome,N,NULL,Subset
Radial polydactyly,NULL,205135003,Radial polydactyly,C0345354,314572017,Radial polydactyly,1,755.01,"Polydactyly, fingers",Q69.1,Accessory thumb(s),Congenital Abnormality,N,NULL,Subset
Radial styloid tenosynovitis,NULL,21794005,Radial styloid tenosynovitis,C0149870,36572013,Radial styloid tenosynovitis,1,727.04,Radial styloid tenosynovitis,M65.4,Radial styloid tenosynovitis [de Quervain],Disease or Syndrome,N,NULL,PEPrL and Subset
Radiation cystitis,NULL,11251000,Irradiation cystitis,C0156270,19501013,Radiation cystitis,2,595.82,Irradiation cystitis,N30.40,Irradiation cystitis without hematuria,Disease or Syndrome,N,NULL,MTERMS
Radiation dermatitis,NULL,49084001,Radiation dermatitis,C0034561,81776011,Radiation dermatitis,1,692.82,Dermatitis oth radiation,L59.8,Other specified disorders of the skin and subcutaneous tissue related to radiation,Injury or Poisoning,N,NULL,Subset
Radiation enteritis,NULL,73817000,Enteritis due to radiation,C0259795,1233666019,Radiation enteritis,2,777.5,Nec enterocoltis NB NOS,P77.9,"Necrotizing enterocolitis in newborn, unspecified",Injury or Poisoning,N,NULL,MTERMS
radiation exposure,NULL,161633009,H/O: radiation exposure,C0455620,2667679012,History of - radiation exposure,2,V15.3,"Personal history of irradiation, presenting hazards to health",Z87.898,Personal history of other specified conditions,Finding,N,NULL,MTERMS
Radiation induced proctitis,NULL,235760009,Radiation proctitis,C0400827,2921097010,Radiation induced proctitis,2,569.49,Rectal & anal dis NEC,K62.8,Radiation proctitis,Pathologic Function,N,NULL,MTERMS
Radiation proctitis,NULL,235760009,Radiation proctitis,C0400827,353425014,Radiation proctitis,1,569.49,Rectal & anal dis NEC,K62.8,Radiation proctitis,Pathologic Function,N,NULL,PEPrL and Subset
Radiation retinopathy,NULL,95221007,Radiation retinopathy,C0339483,157741010,Radiation retinopathy,1,362.1,"Background retinopathy, unspecified",H35.00,Unspecified background retinopathy,Injury or Poisoning,N,NULL,Subset
Radiation therapy complication,NULL,212904005,Radiation therapy complication,C0393386,324602014,Radiation therapy complication,1,990,"Effects of radiation, unspecified",T66,"Toxic effect of unspecified substance, undetermined, sequela",Pathologic Function,N,NULL,Subset
Radicular condition of upper limbs,NULL,11049006,Cervical radiculitis,C0263884,19155018,Radicular syndrome of upper limbs,2,723.4,Brachial neuritis or radiculitis NOS,M54.12,"Radiculopathy, cervical region",Disease or Syndrome,N,NULL,MTERMS
Radicular disease of upper limbs,NULL,11049006,Cervical radiculitis,C0263884,19155018,Radicular syndrome of upper limbs,2,723.4,Brachial neuritis or radiculitis NOS,M54.12,"Radiculopathy, cervical region",Disease or Syndrome,N,NULL,MTERMS
Radicular disorder of upper limbs,NULL,11049006,Cervical radiculitis,C0263884,19155018,Radicular syndrome of upper limbs,2,723.4,Brachial neuritis or radiculitis NOS,M54.12,"Radiculopathy, cervical region",Disease or Syndrome,N,NULL,MTERMS
Radicular syndrome of upper limbs,NULL,11049006,Cervical radiculitis,C0263884,19155018,Radicular syndrome of upper limbs,2,723.4,Brachial neuritis or radiculitis NOS,M54.12,"Radiculopathy, cervical region",Disease or Syndrome,N,NULL,MTERMS
Radiculitis,NULL,82473003,Radiculitis,C0034544,136800010,Radiculitis,1,729.2,Neuralgia/neuritis NOS,M54.10,"Radiculopathy, site unspecified",Disease or Syndrome,N,NULL,PEPrL
radiculopathy,366,72274001,Nerve root disorder,C1527351,120085015,Radiculopathy,2,353.9,Unspecified nerve root and plexus disorder,G54.9,"Nerve root and plexus disorder, unspecified",Disease or Syndrome,N,NULL,MTERMS
Radioactive iodine-induced hypothyroidism,NULL,40539002,Hypothyroidism following radioiodine therapy,C0342168,492664018,Radioactive iodine-induced hypothyroidism,2,244.1,Other postablative hypothyroidism,E89.0,Postprocedural hypothyroidism,Disease or Syndrome,N,NULL,MTERMS
Radiodermatitis,NULL,49084001,Radiation dermatitis,C0034561,81779016,Radiodermatitis,2,692.82,Dermatitis oth radiation,L59.8,Other specified disorders of the skin and subcutaneous tissue related to radiation,Injury or Poisoning,N,NULL,MTERMS
Radiologic infiltrate of lung,NULL,409609008,Radiologic infiltrate of lung,C0277877,2471387015,Radiologic infiltrate of lung,1,793.1,Nonspecific abnormal findings on radiological and other examination of lung field,R91.8,Other nonspecific abnormal finding of lung field,Finding,N,NULL,Subset
Radiology result abnormal,NULL,168501001,Radiology result abnormal,C0436485,261658019,Radiology result abnormal,1,793.99,Other nonspecific (abnormal) findings on radiological and other examinations of body structure,R93.8,Abnormal findings on diagnostic imaging of body structures,Finding,N,NULL,Subset
Radiotherapy-induced hypopituitarism,NULL,14900002,Radiotherapy-induced hypopituitarism,C0342399,25302012,Radiotherapy-induced hypopituitarism,1,253.7,Iatrogenic pituitary dis,E89.3,Postprocedural hypopituitarism,Disease or Syndrome,N,NULL,Subset
radius fracture,1192,12676007,Fracture of radius,C0034628,NULL,NULL,NULL,733.81,Malunion of fracture,S52.90X?,"Unspecified fracture of unspecified forearm, episode of care unspecified",Injury or Poisoning,N,NULL,MTERMS
Raeder-Harbitz,960,359789008,Takayasu's disease,C0039263,475156012,Raeder-Harbitz syndrome,2,446.7,Takayasu's disease,M31.4,Aortic arch syndrome [Takayasu],Disease or Syndrome,N,NULL,MTERMS
Raeder-Harbitz condition,960,359789008,Takayasu's disease,C0039263,475156012,Raeder-Harbitz syndrome,2,446.7,Takayasu's disease,M31.4,Aortic arch syndrome [Takayasu],Disease or Syndrome,N,NULL,MTERMS
Raeder-Harbitz disease,960,359789008,Takayasu's disease,C0039263,475156012,Raeder-Harbitz syndrome,2,446.7,Takayasu's disease,M31.4,Aortic arch syndrome [Takayasu],Disease or Syndrome,N,NULL,MTERMS
Raeder-Harbitz disorder,960,359789008,Takayasu's disease,C0039263,475156012,Raeder-Harbitz syndrome,2,446.7,Takayasu's disease,M31.4,Aortic arch syndrome [Takayasu],Disease or Syndrome,N,NULL,MTERMS
Raeder-Harbitz syndrome,960,359789008,Takayasu's disease,C0039263,475156012,Raeder-Harbitz syndrome,2,446.7,Takayasu's disease,M31.4,Aortic arch syndrome [Takayasu],Disease or Syndrome,N,NULL,MTERMS
Raeder-Harbitz's,960,359789008,Takayasu's disease,C0039263,475156012,Raeder-Harbitz syndrome,2,446.7,Takayasu's disease,M31.4,Aortic arch syndrome [Takayasu],Disease or Syndrome,N,NULL,MTERMS
Ragged red myopathy,NULL,16851005,Mitochondrial myopathy,C0162670,28529019,Ragged red myopathy,2,359.89,Other myopathies,G71.3,"Mitochondrial myopathy, not elsewhere classified",Disease or Syndrome,N,NULL,MTERMS
Raised antinuclear antibody,NULL,444551008,Raised antinuclear antibody,C2919587,2872981019,Raised antinuclear antibody,1,795.79,Oth unspcf nspf imun fnd,R76.0,Raised antibody titer,Finding,N,NULL,MTERMS
Raised blood pressure,196,38341003,Hypertensive disorder,C0020538,490276019,Raised blood pressure,2,997.91,"Complications affecting other specified body systems, not elsewhere classified, hypertension",I97.8,Other intraoperative cardiac functional disturbances during other surgery,Disease or Syndrome,N,NULL,MTERMS
Raised cancer antigen 125,NULL,432519008,Increased cancer antigen 125,C0948657,2767430013,Raised cancer antigen 125,2,795.82,Elevated cancer antigen 125 [CA 125],R97.8,Other abnormal tumor markers,Finding,N,NULL,MTERMS
Raised creatine kinase level,NULL,432352001,Increased creatine kinase level,C2316757,2766622010,Raised creatine kinase level,2,790.5,Abn serum enzy level NEC,R74.8,Abnormal levels of other serum enzymes,Finding,N,NULL,MTERMS
Raised Helicobacter pylori antibody,NULL,445514005,Raised Helicobacter pylori antibody,C2919588,2871656017,Raised Helicobacter pylori antibody,1,796.4,Other abnormal clinical findings,R76.0,Raised antibody titer,Finding,N,NULL,MTERMS
Raised low density lipoprotein cholesterol,NULL,445445006,Raised low density lipoprotein cholesterol,C2919404,2871587014,Raised low density lipoprotein cholesterol,1,796.4,Other abnormal clinical findings,E78.0,Pure hypercholesterolemia,Finding,N,Hyperlipidemia,MTERMS
Raised prostate specific antigen,132,396152005,Raised prostate specific antigen,C0178415,1776142016,Raised prostate specific antigen,1,790.93,Elvtd prstate spcf antgn,R97.2,Elevated prostate specific antigen [PSA],Finding,N,NULL,PEPrL and Subset
Raised PSA,132,396152005,Raised prostate specific antigen,C0178415,1785466017,Raised PSA,2,790.93,Elvtd prstate spcf antgn,R97.2,Elevated prostate specific antigen [PSA],Finding,N,NULL,MTERMS
Raised serum calcium level,NULL,166702002,Raised serum calcium level,C0020437,259026013,Raised serum calcium level,1,275.42,Hypercalcemia,E83.52,Hypercalcemia,Disease or Syndrome,N,NULL,Subset
Raised TSH level,554,309080005,Raised TSH level,C0586553,452419017,Raised TSH level,1,796.4,Other abnormal clinical findings,R79.89,Other specified abnormal findings of blood chemistry,Finding,N,NULL,PEPrL
Rales,NULL,48409008,Respiratory crackles,C0034642,495082010,Rales,2,786.7,Abnormal chest sounds,R09.89,Other specified symptoms and signs involving the circulatory and respiratory systems,Sign or Symptom,N,NULL,MTERMS
Range of joint movement increased,NULL,298181000,Range of joint movement increased,C0086437,438835015,Range of joint movement increased,1,718.89,Jt derangement NEC-mult,M25.20,"Flail joint, unspecified joint",Sign or Symptom,N,NULL,Subset
RAO - Retinal artery occlusion,1443,232035005,Retinal artery occlusion,C0035302,347675011,RAO - Retinal artery occlusion,2,362.33,Part arterial occlusion,H34.219,"Partial retinal artery occlusion, unspecified eye",Disease or Syndrome,N,NULL,MTERMS
Rapid atrial fibrillation,NULL,314208002,Rapid atrial fibrillation,C1281999,458527016,Rapid atrial fibrillation,1,427.31,Atrial fibrillation,I48.91,Unspecified atrial fibrillation,Disease or Syndrome,N,Atrial Fibrillation,PEPrL and Subset
Rapid breathing,NULL,271823003,Tachypnea,C0231835,406798018,Rapid breathing,2,786.06,Tachypnea,R06.82,"Tachypnea, not elsewhere classified",Finding,N,NULL,MTERMS
Rapid eye movement sleep behavior condition,NULL,415238003,REM sleep behavior disorder,C0751772,2537579011,Rapid eye movement sleep behavior disorder,2,780.59,Sleep disturbances NEC,G47.52,REM sleep behavior disorder,Disease or Syndrome,N,NULL,MTERMS
Rapid eye movement sleep behavior disease,NULL,415238003,REM sleep behavior disorder,C0751772,2537579011,Rapid eye movement sleep behavior disorder,2,780.59,Sleep disturbances NEC,G47.52,REM sleep behavior disorder,Disease or Syndrome,N,NULL,MTERMS
Rapid eye movement sleep behavior disorder,NULL,415238003,REM sleep behavior disorder,C0751772,2537579011,Rapid eye movement sleep behavior disorder,2,780.59,Sleep disturbances NEC,G47.52,REM sleep behavior disorder,Disease or Syndrome,N,NULL,Subset
Rapid eye movement sleep behavior syndrome,NULL,415238003,REM sleep behavior disorder,C0751772,2537579011,Rapid eye movement sleep behavior disorder,2,780.59,Sleep disturbances NEC,G47.52,REM sleep behavior disorder,Disease or Syndrome,N,NULL,MTERMS
Rapid eye movement sleep behaviour condition,NULL,415238003,REM sleep behavior disorder,C0751772,2553534018,Rapid eye movement sleep behaviour disorder,2,780.59,Sleep disturbances NEC,G47.52,REM sleep behavior disorder,Disease or Syndrome,N,NULL,MTERMS
Rapid eye movement sleep behaviour disease,NULL,415238003,REM sleep behavior disorder,C0751772,2553534018,Rapid eye movement sleep behaviour disorder,2,780.59,Sleep disturbances NEC,G47.52,REM sleep behavior disorder,Disease or Syndrome,N,NULL,MTERMS
Rapid eye movement sleep behaviour disorder,NULL,415238003,REM sleep behavior disorder,C0751772,2553534018,Rapid eye movement sleep behaviour disorder,2,780.59,Sleep disturbances NEC,G47.52,REM sleep behavior disorder,Disease or Syndrome,N,NULL,MTERMS
Rapid eye movement sleep behaviour syndrome,NULL,415238003,REM sleep behavior disorder,C0751772,2553534018,Rapid eye movement sleep behaviour disorder,2,780.59,Sleep disturbances NEC,G47.52,REM sleep behavior disorder,Disease or Syndrome,N,NULL,MTERMS
Rapid heart beat,414,3424008,Tachycardia,C0039231,6781010,Rapid heart beat,2,785,"Tachycardia, unspecified",B25.9,"Cytomegaloviral disease, unspecified",Sign or Symptom,N,NULL,MTERMS
